activity_id,lap_index,name,elapsed_time_s,moving_time_s,distance_km,average_speed_kmh,max_speed_kmh,average_heartrate,max_heartrate,average_watts,average_cadence,total_elevation_gain_m,start_date_local
13169448588,1,Lap 1,556,552,1.609,10.51,14.04,155.2,172.0,274.6,85.8,18.6,2024-12-22 09:57:53
13169448588,2,Lap 2,557,557,1.609,10.4,12.82,158.6,162.0,287.8,85.3,20.4,2024-12-22 10:07:11
13169448588,3,Lap 3,539,539,1.609,10.76,12.46,158.0,163.0,302.2,85.1,12.6,2024-12-22 10:16:28
13169448588,4,Lap 4,548,548,1.609,10.58,12.82,157.1,161.0,278.2,85.0,3.2,2024-12-22 10:25:28
13169448588,5,Lap 5,534,526,1.609,11.02,12.74,156.1,162.0,286.9,84.2,3.4,2024-12-22 10:34:37
13169448588,6,Lap 6,567,557,1.609,10.4,12.67,154.6,159.0,267.7,84.2,16.0,2024-12-22 10:43:32
13169448588,7,Lap 7,531,531,1.609,10.91,14.04,157.1,159.0,265.0,84.4,2.4,2024-12-22 10:52:59
13169448588,8,Lap 8,553,553,1.609,10.48,13.1,155.4,161.0,259.1,84.5,5.4,2024-12-22 11:01:51
13169448588,9,Lap 9,576,576,1.609,10.04,14.98,155.6,160.0,246.0,84.9,8.2,2024-12-22 11:11:04
13169448588,10,Lap 10,107,102,0.268,9.47,12.6,160.3,166.0,292.9,84.8,16.2,2024-12-22 11:20:41
