t,lat,lng,distance_m,altitude_m,velocity_ms,heartrate,cadence,watts,temp_c,moving,grade_pct
0,32.941299,-117.153983,0.0,82.6,0.0,74,0,0,,False,-8.3
1,32.941286,-117.154004,2.1,82.4,0.0,73,0,0,,True,-7.1
2,32.941269,-117.15402,4.8,82.2,2.4,72,0,0,,True,-6.7
3,32.94124,-117.154039,8.4,82.0,2.8,73,0,0,,True,-4.5
4,32.941212,-117.154062,11.9,81.8,2.975,73,0,0,,True,-1.4
5,32.941191,-117.154086,15.5,81.8,3.1,74,81,0,,True,0.0
6,32.941163,-117.15411,18.8,82.0,3.34,76,81,338,,True,3.0
7,32.941138,-117.15413,22.1,82.0,3.46,77,83,343,,True,4.6
8,32.941114,-117.154149,25.4,82.2,3.4,78,84,337,,True,3.1
9,32.941081,-117.154151,28.6,82.4,3.34,79,84,307,,True,3.3
10,32.94106,-117.154157,31.5,82.4,3.2,81,84,304,,True,1.7
11,32.941033,-117.154155,34.2,82.4,3.08,83,84,299,,True,0.0
12,32.941005,-117.154141,37.4,82.4,3.06,84,82,292,,True,-1.6
13,32.940982,-117.154135,40.3,82.4,2.98,84,82,292,,True,-3.0
14,32.940944,-117.154133,44.2,82.2,3.12,84,82,287,,True,-4.7
15,32.940917,-117.154123,47.5,82.0,3.2,85,82,289,,True,-5.9
16,32.940894,-117.15412,50.3,81.8,3.22,86,80,307,,True,-7.9
17,32.940858,-117.154119,53.9,81.6,3.3,87,80,308,,True,-7.9
18,32.940834,-117.154115,56.9,81.2,3.32,88,80,305,,True,-7.5
19,32.940809,-117.154113,60.1,81.0,3.18,89,80,297,,True,-7.8
20,32.940771,-117.154114,63.7,80.8,3.24,90,81,288,,True,-6.4
21,32.940748,-117.154113,66.7,80.6,3.28,91,80,286,,True,-4.7
22,32.940724,-117.15411,69.4,80.4,3.1,92,80,284,,True,-3.2
23,32.940688,-117.154115,72.8,80.4,3.18,93,80,283,,True,-3.1
24,32.940663,-117.154122,76.2,80.4,3.22,94,81,280,,True,-2.8
25,32.940627,-117.154121,79.8,80.2,3.22,96,81,277,,True,-2.9
26,32.940594,-117.154115,83.6,80.0,3.38,97,81,277,,True,-1.4
27,32.940568,-117.154112,86.8,80.0,3.48,98,81,277,,True,0.0
28,32.940533,-117.15411,90.3,80.2,3.5,99,82,281,,True,1.5
29,32.940509,-117.154111,93.2,80.2,3.4,101,82,281,,True,1.5
30,32.940478,-117.154105,96.6,80.2,3.36,102,82,279,,True,0.0
31,32.940439,-117.154108,100.4,80.2,3.36,103,82,280,,True,0.0
32,32.940416,-117.154113,103.3,80.2,3.3,104,82,277,,True,0.0
33,32.940383,-117.154116,107.0,80.2,3.34,106,82,279,,True,0.0
34,32.940351,-117.154114,110.3,80.2,3.42,107,82,286,,True,-1.6
35,32.940328,-117.154118,113.2,80.2,3.32,108,82,283,,True,-3.4
36,32.940302,-117.154124,116.1,80.0,3.14,109,81,281,,True,-5.4
37,32.940274,-117.154127,118.9,79.8,3.12,110,81,275,,True,-8.6
38,32.940255,-117.15413,121.4,79.6,2.88,111,81,270,,True,-8.3
39,32.940224,-117.154127,124.8,79.2,2.9,113,81,263,,True,-8.5
