t,lat,lng,distance_m,altitude_m,velocity_ms,heartrate,cadence,watts,temp_c,moving,grade_pct
0,42.299102,-71.3518,0.0,74.2,0.0,100,45,0,,False,-12.5
1,42.299101,-71.351831,2.8,73.6,0.0,101,47,22,,True,-11.8
2,42.299095,-71.351856,4.2,73.2,2.1,100,47,22,,True,-8.1
3,42.299092,-71.351898,8.0,73.2,2.667,101,43,78,,True,-1.7
4,42.299093,-71.351905,8.5,73.2,2.125,100,41,77,,False,1.9
5,42.299089,-71.351952,12.3,73.2,2.46,101,43,83,,True,7.8
6,42.299082,-71.351978,14.6,73.4,2.36,100,83,143,,True,8.1
7,42.299077,-71.352015,17.5,73.6,2.66,100,83,338,,True,12.3
8,42.299083,-71.352058,20.8,74.2,2.56,101,84,378,,True,10.7
9,42.29909,-71.352089,23.7,74.6,3.04,103,85,384,,True,8.9
10,42.299097,-71.352115,25.8,74.6,2.7,103,85,390,,True,2.0
11,42.299119,-71.352139,28.7,74.6,2.82,105,83,377,,True,-6.2
12,42.299135,-71.352147,30.8,74.4,2.66,106,83,341,,True,-7.4
13,42.299165,-71.352162,33.6,73.8,2.56,108,83,316,,True,-9.6
14,42.299188,-71.352166,36.6,73.8,2.58,110,83,302,,True,-6.8
15,42.299212,-71.352176,39.1,73.6,2.66,111,83,295,,True,-1.8
16,42.299241,-71.352187,42.5,73.6,2.76,112,83,289,,True,-1.8
17,42.299262,-71.352187,44.9,73.6,2.82,112,83,300,,True,0.0
18,42.299292,-71.352185,47.7,73.6,2.82,113,83,291,,True,0.0
19,42.299316,-71.352179,50.5,73.6,2.78,114,83,283,,True,-1.6
20,42.299349,-71.352184,54.0,73.6,2.98,115,83,270,,True,-4.3
21,42.299379,-71.352216,57.3,73.4,2.96,115,83,264,,True,-3.9
22,42.299399,-71.352257,61.5,73.0,3.32,115,83,276,,True,-4.9
23,42.299401,-71.352314,65.8,73.0,3.62,115,83,289,,True,-3.8
24,42.299403,-71.352361,70.2,72.8,3.94,116,83,307,,True,-1.3
25,42.2994,-71.352397,73.0,72.8,3.8,116,83,324,,True,-1.3
26,42.29939,-71.352448,77.2,72.8,3.98,116,84,322,,True,1.4
27,42.299385,-71.352487,80.7,72.8,3.84,117,84,328,,True,1.4
28,42.299382,-71.352534,84.3,73.0,3.7,118,84,335,,True,1.5
29,42.299374,-71.35257,87.5,73.0,3.46,119,84,331,,True,0.0
30,42.299366,-71.352605,90.6,73.0,3.52,119,83,328,,True,-1.6
31,42.299366,-71.352646,93.7,72.8,3.3,120,84,310,,True,-1.6
32,42.299359,-71.35268,96.8,72.8,3.22,120,84,304,,True,0.0
33,42.299364,-71.352728,100.4,72.8,3.22,121,84,303,,True,3.1
34,42.29936,-71.352766,104.0,73.0,3.3,121,84,307,,True,6.1
35,42.299355,-71.352797,106.4,73.2,3.16,121,84,324,,True,9.5
36,42.299358,-71.35284,109.9,73.6,3.24,122,84,330,,True,16.4
37,42.299356,-71.352875,113.0,74.0,3.24,122,84,329,,True,15.5
38,42.299357,-71.352919,116.2,75.0,3.16,123,85,331,,True,13.0
39,42.299356,-71.352951,119.3,75.2,3.06,123,85,334,,True,9.5
40,42.299352,-71.352991,122.2,75.2,3.16,124,85,338,,True,1.6
41,42.299347,-71.353029,125.6,75.2,3.14,125,85,340,,True,0.0
42,42.299344,-71.353066,128.9,75.2,3.18,125,85,342,,True,-1.6
43,42.299344,-71.353108,131.8,75.2,3.12,126,85,343,,True,-1.6
44,42.299339,-71.353139,134.9,75.0,3.12,127,84,345,,True,-1.7
45,42.299334,-71.353174,137.8,75.0,3.12,127,84,348,,True,0.0
46,42.299332,-71.353213,140.7,75.0,3.02,128,84,351,,True,5.5
47,42.299331,-71.353241,143.4,75.2,2.9,128,84,362,,True,5.4
48,42.299331,-71.353274,145.9,75.6,2.82,129,83,370,,True,6.2
49,42.29933,-71.35329,147.4,75.6,2.5,129,83,372,,True,3.4
50,42.299334,-71.353309,149.0,75.6,2.24,129,82,373,,True,1.9
51,42.299335,-71.353322,150.3,75.6,1.92,130,82,355,,True,-1.9
52,42.299341,-71.353352,152.3,75.4,1.78,130,84,337,,True,-1.7
53,42.299342,-71.353372,154.1,75.4,1.64,131,84,313,,True,-1.9
54,42.299352,-71.3534,156.5,75.4,1.82,131,86,300,,True,0.0
55,42.299371,-71.353429,159.3,75.4,2.06,132,86,294,,True,0.0
56,42.299386,-71.353443,161.0,75.4,2.14,132,86,304,,True,0.0
57,42.299409,-71.353452,163.4,75.4,2.22,132,86,301,,True,-1.7
58,42.299433,-71.353455,165.8,75.4,2.34,132,83,300,,True,-1.6
59,42.299451,-71.353446,168.0,75.4,2.3,133,83,291,,True,-2.0
60,42.299477,-71.353428,170.9,75.2,2.32,133,82,272,,True,-4.0
61,42.299495,-71.353417,173.4,75.2,2.48,133,82,263,,True,-5.5
62,42.299517,-71.353403,175.8,75.0,2.48,133,81,259,,True,-3.7
63,42.299544,-71.353383,178.9,74.8,2.62,133,81,252,,True,-3.6
64,42.299563,-71.353372,181.6,74.8,2.72,134,81,249,,True,-3.4
