t,lat,lng,distance_m,altitude_m,velocity_ms,heartrate,cadence,watts,temp_c,moving,grade_pct
0,42.346821,-71.043801,0.0,13.2,0.0,100,0,0,,False,0.0
1,42.34683,-71.043801,1.1,13.2,1.1,100,0,0,,True,-5.6
2,42.346847,-71.043794,2.0,13.2,1.0,100,0,0,,True,-5.6
3,42.346873,-71.043815,4.3,13.2,1.433,99,0,0,,True,-4.5
4,42.346891,-71.043836,7.1,12.8,1.775,101,0,0,,True,-4.8
5,42.346914,-71.043876,10.8,12.6,2.16,101,0,0,,True,-5.6
6,42.346934,-71.043903,14.5,12.6,2.68,102,0,0,,True,-2.8
7,42.346952,-71.043941,18.6,12.4,3.32,103,0,0,,True,-1.5
8,42.346966,-71.043957,21.5,12.4,3.44,105,0,0,,True,0.0
9,42.346986,-71.043985,24.3,12.4,3.44,104,88,0,,True,1.4
10,42.347009,-71.044015,27.6,12.6,3.36,106,88,319,,True,1.2
11,42.347043,-71.044059,32.7,12.6,3.64,108,88,294,,True,1.1
12,42.347085,-71.044097,37.5,12.6,3.78,109,88,296,,True,1.1
13,42.347122,-71.044119,42.2,12.6,4.14,111,86,368,,True,1.2
14,42.347158,-71.044145,46.1,12.8,4.36,112,84,392,,True,1.2
15,42.34719,-71.044163,49.5,12.8,4.38,115,84,396,,True,1.2
16,42.347232,-71.044198,53.7,12.8,4.2,118,84,385,,True,0.0
17,42.347272,-71.044234,58.9,12.8,4.28,120,84,343,,True,0.0
18,42.347303,-71.044254,62.1,12.8,3.98,121,84,343,,True,0.0
19,42.347348,-71.044291,67.2,12.8,4.22,123,84,349,,True,0.0
20,42.347375,-71.04431,70.4,12.8,4.18,126,84,358,,True,0.0
21,42.347422,-71.044342,75.3,12.8,4.32,129,84,354,,True,0.0
22,42.347456,-71.044374,80.0,12.8,4.22,130,84,363,,True,1.1
23,42.347486,-71.044398,83.6,12.8,4.3,130,84,360,,True,1.2
24,42.347515,-71.04443,88.2,13.0,4.2,131,85,357,,True,1.2
25,42.347546,-71.044456,92.1,13.0,4.34,132,85,363,,True,1.1
26,42.347581,-71.044504,97.3,13.0,4.4,133,85,360,,True,1.1
27,42.347608,-71.044532,102.1,13.0,4.42,134,86,362,,True,1.0
28,42.347642,-71.044575,106.9,13.2,4.66,135,86,366,,True,1.0
29,42.347663,-71.044604,112.3,13.2,4.82,136,87,369,,True,1.0
30,42.347697,-71.044647,117.5,13.2,5.08,136,87,373,,True,1.1
31,42.347725,-71.044679,121.8,13.2,4.9,137,87,379,,True,1.1
32,42.347724,-71.044719,125.6,13.4,4.7,138,87,386,,True,1.3
33,42.347731,-71.044762,129.8,13.4,4.58,138,87,387,,True,2.7
34,42.347734,-71.044793,133.3,13.4,4.2,139,87,384,,True,1.5
35,42.347733,-71.044842,136.7,13.6,3.84,140,87,386,,True,3.4
36,42.347731,-71.044866,139.2,13.6,3.48,140,86,381,,True,3.4
37,42.347724,-71.044899,141.6,13.8,3.2,141,85,380,,True,0.0
38,42.347718,-71.04494,144.9,13.8,3.02,141,85,372,,True,1.8
39,42.347717,-71.044968,147.7,13.6,2.88,142,85,366,,True,0.0
40,42.347708,-71.045007,150.5,13.8,2.76,143,85,362,,True,0.0
41,42.347708,-71.045033,153.0,13.8,2.76,143,84,354,,True,1.8
42,42.347715,-71.045073,155.8,13.8,2.84,143,84,317,,True,0.0
43,42.347725,-71.045106,158.9,13.8,2.8,144,86,296,,True,0.0
44,42.347737,-71.045139,162.0,13.8,2.86,144,86,294,,True,0.0
45,42.347747,-71.045173,164.9,13.8,2.88,145,85,302,,True,0.0
46,42.347754,-71.045196,167.3,13.8,2.86,145,85,303,,True,1.9
47,42.347769,-71.045237,170.3,13.8,2.9,145,85,305,,True,1.8
48,42.347777,-71.045259,172.7,14.0,2.76,146,85,293,,True,3.3
49,42.347795,-71.045297,175.9,14.0,2.78,146,85,288,,True,3.4
50,42.347807,-71.045332,179.3,14.2,2.88,145,85,291,,True,1.6
51,42.347822,-71.045357,182.1,14.2,2.96,145,85,291,,True,3.1
52,42.347845,-71.045394,185.5,14.2,3.04,145,85,298,,True,0.0
53,42.347863,-71.045421,188.9,14.4,3.24,145,85,305,,True,1.4
54,42.347888,-71.045462,192.7,14.2,3.36,145,85,305,,True,0.0
55,42.347906,-71.045488,196.1,14.4,3.36,146,85,309,,True,0.0
56,42.34793,-71.045531,200.0,14.2,3.58,146,85,312,,True,1.4
57,42.347947,-71.045561,203.5,14.4,3.6,146,85,312,,True,0.0
58,42.347964,-71.045596,206.9,14.4,3.6,147,86,319,,True,1.6
59,42.347987,-71.045614,209.7,14.4,3.4,147,87,320,,True,1.6
60,42.34801,-71.045632,212.9,14.4,3.36,147,87,317,,True,1.6
61,42.348033,-71.045668,216.2,14.6,3.24,148,87,316,,True,1.5
62,42.348052,-71.045691,219.5,14.6,3.2,148,87,314,,True,1.5
63,42.348072,-71.045727,223.0,14.6,3.22,149,86,312,,True,0.0
64,42.348089,-71.045754,225.9,14.6,3.24,149,86,313,,True,0.0
65,42.348103,-71.04579,229.1,14.6,3.24,149,85,313,,True,0.0
66,42.348122,-71.045827,232.7,14.6,3.3,150,85,312,,True,0.0
67,42.348137,-71.04586,236.3,14.6,3.36,150,85,311,,True,0.0
68,42.348158,-71.045902,239.9,14.6,3.38,151,85,316,,True,0.0
69,42.348178,-71.045929,243.4,14.6,3.5,151,85,319,,True,0.0
70,42.348204,-71.045972,247.6,14.6,3.7,152,85,322,,True,0.0
71,42.348222,-71.046005,251.3,14.6,3.72,152,86,323,,True,0.0
72,42.348239,-71.04604,254.8,14.6,3.7,152,86,328,,True,1.4
73,42.348252,-71.046078,258.4,14.6,3.7,153,86,328,,True,1.5
74,42.348264,-71.046106,261.4,14.8,3.6,153,86,326,,True,1.6
75,42.348281,-71.046147,264.7,14.8,3.42,153,85,323,,True,1.6
76,42.348299,-71.046168,267.5,14.8,3.24,154,85,317,,True,0.0
77,42.348316,-71.046206,270.8,14.8,3.2,154,85,315,,True,-1.5
78,42.348333,-71.046239,274.2,14.8,3.16,154,85,311,,True,-1.4
79,42.34835,-71.046276,277.8,14.6,3.28,154,85,310,,True,-1.4
80,42.348366,-71.046314,281.5,14.6,3.36,155,85,308,,True,-2.9
81,42.348378,-71.046343,284.6,14.6,3.42,155,86,307,,True,-1.5
82,42.3484,-71.046383,288.1,14.4,3.46,155,86,305,,True,-1.4
83,42.348413,-71.046414,291.5,14.4,3.46,155,86,305,,True,-1.4
84,42.348435,-71.046458,295.4,14.4,3.52,155,86,303,,True,0.0
85,42.348455,-71.046489,298.9,14.4,3.48,156,86,303,,True,0.0
86,42.34848,-71.046532,303.2,14.4,3.72,156,86,303,,True,1.3
87,42.348493,-71.046571,306.9,14.4,3.76,156,86,302,,True,0.0
88,42.348514,-71.046605,310.6,14.6,3.82,156,86,304,,True,0.0
89,42.348533,-71.046648,314.6,14.4,3.84,157,87,306,,True,0.0
90,42.348547,-71.046681,317.9,14.4,3.8,157,87,306,,True,-1.3
91,42.348572,-71.046721,321.8,14.4,3.72,158,86,308,,True,0.0
92,42.348591,-71.046753,325.7,14.4,3.76,158,86,308,,True,0.0
93,42.348615,-71.046791,329.2,14.4,3.72,158,86,308,,True,1.3
94,42.348634,-71.046829,333.2,14.4,3.72,158,86,310,,True,1.3
95,42.348657,-71.046865,337.6,14.6,3.94,159,86,310,,True,1.3
96,42.348672,-71.046905,340.9,14.6,3.82,159,86,313,,True,1.3
97,42.348689,-71.04694,344.9,14.6,3.84,159,86,316,,True,0.0
98,42.348701,-71.046989,349.0,14.6,3.96,159,86,316,,True,0.0
99,42.348712,-71.047015,352.1,14.6,3.78,159,86,317,,True,0.0
100,42.348728,-71.047054,355.2,14.6,3.52,159,86,319,,True,1.5
101,42.348742,-71.047093,359.0,14.6,3.62,160,86,317,,True,0.0
102,42.348751,-71.04713,362.1,14.8,3.44,160,86,318,,True,0.0
103,42.34876,-71.047175,365.8,14.6,3.36,160,86,318,,True,0.0
104,42.348772,-71.047207,369.0,14.6,3.38,160,86,319,,True,-1.4
105,42.348785,-71.047254,372.9,14.6,3.54,160,85,319,,True,0.0
106,42.3488,-71.047279,375.9,14.6,3.38,160,85,320,,True,0.0
107,42.348816,-71.047314,378.8,14.6,3.34,160,85,319,,True,0.0
108,42.348827,-71.047353,382.4,14.6,3.32,161,85,318,,True,0.0
109,42.348838,-71.047385,385.3,14.6,3.26,161,85,317,,True,0.0
110,42.348843,-71.047434,388.8,14.6,3.18,161,85,318,,True,0.0
111,42.348855,-71.047468,392.5,14.6,3.32,161,84,317,,True,0.0
112,42.348871,-71.047505,395.7,14.6,3.38,161,84,318,,True,0.0
113,42.348886,-71.047536,399.1,14.6,3.34,161,85,317,,True,0.0
114,42.348901,-71.047562,401.8,14.6,3.3,161,85,316,,True,0.0
115,42.348917,-71.047593,404.7,14.6,3.18,161,85,316,,True,0.0
116,42.34893,-71.047618,407.4,14.6,2.98,162,85,315,,True,0.0
117,42.348945,-71.047657,410.6,14.6,2.98,162,85,314,,True,0.0
118,42.348954,-71.047684,413.3,14.6,2.84,162,85,312,,True,0.0
119,42.348967,-71.047722,416.4,14.6,2.92,162,85,312,,True,0.0
120,42.34898,-71.047754,419.5,14.6,2.96,162,85,310,,True,0.0
121,42.348992,-71.047785,422.6,14.6,3.04,162,84,311,,True,0.0
122,42.349006,-71.047821,425.7,14.6,3.02,162,84,312,,True,0.0
123,42.349016,-71.047851,428.6,14.6,3.06,162,84,311,,True,0.0
124,42.349032,-71.04789,432.0,14.6,3.12,162,84,311,,True,0.0
125,42.349043,-71.047917,434.9,14.6,3.08,163,84,309,,True,0.0
126,42.349056,-71.04795,438.0,14.6,3.08,163,84,308,,True,0.0
127,42.349067,-71.047991,441.2,14.6,3.1,163,84,308,,True,-1.6
128,42.349084,-71.048017,444.4,14.6,3.16,162,84,307,,True,-1.6
129,42.349101,-71.048053,447.4,14.4,3.08,163,84,307,,True,-1.6
130,42.34912,-71.048078,450.4,14.4,3.1,163,84,306,,True,-1.6
131,42.349134,-71.048105,453.6,14.4,3.12,163,84,305,,True,0.0
132,42.349154,-71.048138,456.6,14.4,3.08,163,84,304,,True,-1.6
133,42.34917,-71.048167,459.5,14.4,3.02,163,84,303,,True,-1.5
134,42.349185,-71.04821,463.0,14.2,3.12,163,84,302,,True,-1.4
135,42.349206,-71.048241,466.9,14.2,3.3,163,84,301,,True,-1.4
136,42.349226,-71.048271,470.9,14.2,3.46,163,84,301,,True,0.0
137,42.349239,-71.048309,473.6,14.2,3.4,163,84,302,,True,0.0
138,42.349254,-71.048336,477.0,14.2,3.5,163,84,301,,True,0.0
139,42.349271,-71.048367,479.9,14.2,3.38,163,84,299,,True,-1.6
140,42.349288,-71.048396,483.1,14.2,3.24,163,84,299,,True,-1.6
141,42.349306,-71.048422,486.0,14.0,3.02,163,83,299,,True,-1.5
142,42.349324,-71.048463,489.4,14.0,3.16,163,83,299,,True,-1.5
143,42.34934,-71.048489,492.9,14.0,3.18,163,83,298,,True,0.0
144,42.349355,-71.048525,496.1,14.0,3.24,163,83,298,,True,0.0
145,42.349368,-71.048556,498.9,14.0,3.16,162,83,297,,True,0.0
146,42.349382,-71.048589,502.3,14.0,3.26,162,83,297,,True,0.0
147,42.349404,-71.048622,505.6,14.0,3.24,162,84,296,,True,-1.5
148,42.349421,-71.048648,508.8,14.0,3.18,163,84,295,,True,-1.6
149,42.349431,-71.048685,511.9,13.8,3.16,162,84,294,,True,-1.7
150,42.349437,-71.048719,514.9,13.8,3.2,162,84,294,,True,-1.7
151,42.349447,-71.048748,517.5,13.8,3.04,163,84,294,,True,-1.8
152,42.349465,-71.048783,520.7,13.8,3.02,162,84,293,,True,-1.8
153,42.34948,-71.048803,523.3,13.6,2.9,162,84,293,,True,-1.7
154,42.349492,-71.048841,526.3,13.6,2.88,162,84,292,,True,-1.8
155,42.349504,-71.048868,529.1,13.6,2.84,162,84,291,,True,0.0
156,42.349516,-71.048895,531.8,13.6,2.86,163,84,291,,True,0.0
157,42.349534,-71.048928,534.8,13.6,2.82,162,84,291,,True,0.0
158,42.349545,-71.048956,537.5,13.6,2.84,162,83,290,,True,0.0
159,42.349558,-71.049,541.0,13.6,2.94,163,83,291,,True,0.0
160,42.349575,-71.049028,544.2,13.6,3.02,162,84,290,,True,0.0
161,42.349594,-71.049057,547.4,13.6,3.12,162,84,289,,True,0.0
162,42.349613,-71.049095,550.8,13.6,3.2,162,84,290,,True,0.0
163,42.349627,-71.049125,554.2,13.6,3.34,163,84,291,,True,0.0
164,42.349639,-71.049166,557.5,13.6,3.3,162,84,289,,True,0.0
165,42.349651,-71.049197,560.5,13.6,3.26,162,84,289,,True,-1.6
166,42.349659,-71.049232,563.8,13.6,3.28,162,84,290,,True,-1.5
167,42.349674,-71.049273,567.1,13.4,3.26,163,84,289,,True,-2.9
168,42.349688,-71.049307,570.6,13.4,3.28,163,83,289,,True,-3.0
169,42.349703,-71.049346,574.1,13.2,3.32,163,83,289,,True,-2.9
170,42.349721,-71.049378,577.3,13.2,3.36,163,83,288,,True,-3.0
171,42.349736,-71.049408,580.7,13.0,3.38,163,83,287,,True,-3.0
172,42.349758,-71.049446,584.1,13.0,3.4,163,83,286,,True,-3.0
173,42.349773,-71.049473,587.3,12.8,3.34,164,83,285,,True,-1.5
174,42.349789,-71.049506,590.6,12.8,3.3,164,83,284,,True,-3.1
175,42.349807,-71.049542,593.9,12.8,3.32,164,83,284,,True,-1.5
176,42.349825,-71.049569,597.2,12.6,3.3,163,83,283,,True,-1.5
177,42.349848,-71.049608,600.8,12.6,3.34,164,83,282,,True,-1.5
178,42.349867,-71.049634,604.1,12.6,3.36,164,83,282,,True,-1.5
179,42.349882,-71.049665,607.3,12.6,3.34,164,83,281,,True,-1.6
180,42.349902,-71.049697,610.5,12.4,3.32,163,83,281,,True,-1.6
181,42.349919,-71.049724,613.7,12.4,3.3,164,83,278,,True,-3.1
182,42.349937,-71.04976,617.0,12.4,3.24,164,83,277,,True,-1.6
183,42.349958,-71.049784,620.2,12.2,3.22,164,83,275,,True,-1.5
184,42.349972,-71.049819,623.3,12.2,3.2,163,83,273,,True,-3.1
185,42.349987,-71.049854,626.8,12.2,3.26,164,84,272,,True,-1.5
186,42.35,-71.049883,629.7,12.0,3.2,164,84,270,,True,-1.6
187,42.350021,-71.049922,633.2,12.0,3.24,163,84,268,,True,-3.3
188,42.350027,-71.049954,636.2,12.0,3.2,164,84,269,,True,-1.6
189,42.350032,-71.049987,638.8,11.8,3.1,163,84,269,,True,-1.6
190,42.350053,-71.050022,642.0,11.8,3.04,163,84,269,,True,-1.5
191,42.350069,-71.050057,645.5,11.8,3.16,163,84,269,,True,-1.4
192,42.35009,-71.050099,649.5,11.8,3.26,164,84,268,,True,-1.4
193,42.350108,-71.05013,653.0,11.6,3.36,163,83,270,,True,-1.4
194,42.350127,-71.050157,655.8,11.6,3.4,163,83,271,,True,-2.9
195,42.350149,-71.050195,659.7,11.6,3.54,163,83,272,,True,-1.6
196,42.35017,-71.050218,663.1,11.4,3.52,163,83,274,,True,-1.7
197,42.350188,-71.050247,665.9,11.4,3.28,163,83,274,,True,-3.4
198,42.350203,-71.050255,667.8,11.4,2.96,164,84,274,,True,-1.9
199,42.350223,-71.050269,669.6,11.4,2.76,163,84,271,,True,-4.7
200,42.350238,-71.050282,671.6,11.2,2.38,163,84,269,,True,-3.8
201,42.350253,-71.050299,673.7,11.2,2.12,163,84,267,,True,-4.0
202,42.350257,-71.050309,674.5,11.0,1.72,163,85,264,,False,-7.2
203,42.350263,-71.050329,676.3,11.0,1.7,163,85,260,,True,-4.4
204,42.350268,-71.05034,677.2,11.0,1.52,163,85,211,,True,-3.8
205,42.350281,-71.050339,677.9,11.0,1.26,162,85,191,,False,-3.5
206,42.35029,-71.050339,677.9,10.8,0.84,162,85,189,,False,-2.9
207,42.350297,-71.050339,677.9,10.8,0.68,162,86,175,,False,-1.8
208,42.350305,-71.050359,678.6,11.0,0.46,162,86,169,,False,-1.4
209,42.350318,-71.050371,680.2,11.0,0.6,162,86,163,,True,0.0
210,42.350338,-71.05041,683.0,10.8,1.02,162,86,121,,True,-1.5
211,42.35036,-71.050452,687.7,10.8,1.96,162,87,122,,True,-1.2
212,42.350376,-71.050484,691.7,10.8,2.76,162,87,153,,True,0.0
213,42.350393,-71.050534,696.6,10.8,3.6,162,87,164,,True,0.0
214,42.350409,-71.050565,700.6,10.8,4.08,161,85,294,,True,0.0
215,42.350424,-71.050598,704.0,10.8,4.2,161,85,341,,True,-1.5
216,42.350441,-71.050625,707.5,10.8,3.96,161,85,346,,True,-1.6
217,42.350457,-71.050647,710.0,10.6,3.66,162,84,326,,True,-3.3
218,42.35048,-71.050678,713.3,10.6,3.34,162,84,309,,True,-3.4
219,42.350494,-71.050702,716.1,10.4,3.1,162,84,281,,True,-1.6
220,42.350518,-71.050725,719.3,10.4,3.06,162,84,268,,True,-1.7
221,42.350536,-71.050749,722.2,10.4,2.94,161,85,274,,True,-1.8
222,42.350555,-71.050768,725.1,10.4,3.02,161,85,270,,True,-1.7
223,42.350575,-71.050799,727.5,10.2,2.84,161,84,270,,True,-1.7
224,42.35059,-71.050829,730.8,10.2,2.94,161,84,266,,True,-1.7
225,42.350608,-71.050859,733.8,10.2,2.9,161,84,260,,True,-1.5
226,42.350625,-71.050894,736.7,10.2,2.9,162,84,260,,True,-1.6
227,42.350641,-71.050925,740.5,10.0,3.08,161,84,261,,True,-1.6
228,42.350655,-71.050958,743.7,10.0,3.24,161,83,262,,True,-3.2
229,42.350665,-71.050985,746.1,10.0,3.06,161,83,272,,True,-1.6
230,42.350682,-71.051023,749.3,9.8,3.1,160,84,272,,True,-1.7
231,42.350699,-71.051048,752.8,9.8,3.22,160,84,267,,True,0.0
232,42.350717,-71.051074,755.3,9.8,2.96,160,84,268,,True,1.5
233,42.350738,-71.051117,759.7,10.0,3.2,160,84,268,,True,1.5
234,42.350755,-71.051143,762.8,10.0,3.34,160,85,273,,True,3.0
235,42.350781,-71.051179,766.2,10.0,3.38,160,85,277,,True,1.7
236,42.350796,-71.051197,768.8,10.2,3.2,159,86,277,,True,1.6
237,42.350816,-71.051225,771.7,10.2,3.28,159,86,276,,True,3.2
238,42.350837,-71.05126,775.2,10.2,3.1,159,85,275,,True,1.5
239,42.350856,-71.051291,778.7,10.4,3.18,159,85,277,,True,2.8
