t,lat,lng,distance_m,altitude_m,velocity_ms,heartrate,cadence,watts,temp_c,moving,grade_pct
0,43.683128,-84.255757,1.2,194.8,0.0,70,52,83,,False,5.4
1,43.683119,-84.255758,1.9,195.0,0.7,69,52,82,,False,0.0
2,43.683104,-84.255757,3.0,195.0,0.9,69,52,68,,True,0.0
3,43.683088,-84.255756,4.9,195.0,1.233,69,52,69,,True,-1.5
4,43.683063,-84.255775,8.2,194.8,1.75,69,0,77,,True,-1.7
5,43.683037,-84.255796,11.4,194.8,2.04,70,0,0,,True,-3.2
6,43.683015,-84.25582,15.0,194.8,2.62,70,0,0,,True,-1.8
7,43.683,-84.25584,17.4,194.6,2.88,70,80,0,,True,-2.0
8,43.682988,-84.255861,19.3,194.6,2.88,71,80,317,,True,0.0
9,43.682981,-84.255884,21.5,194.6,2.66,73,80,277,,True,3.6
10,43.68298,-84.255918,23.5,194.6,2.42,76,83,230,,True,5.1
11,43.682982,-84.255946,26.1,194.8,2.22,78,84,223,,True,6.7
12,43.682977,-84.255978,28.5,195.0,2.22,80,84,229,,True,6.3
13,43.682971,-84.256013,31.0,195.2,2.34,82,84,239,,True,5.9
14,43.682969,-84.256039,33.4,195.4,2.38,84,84,246,,True,1.9
15,43.682959,-84.256075,36.2,195.4,2.54,86,83,246,,True,1.9
16,43.682953,-84.256103,38.8,195.2,2.54,88,83,249,,True,-1.8
17,43.68295,-84.256137,41.6,195.4,2.62,91,82,255,,True,-1.8
18,43.682949,-84.256171,44.3,195.2,2.66,93,82,259,,True,1.8
19,43.682953,-84.256203,47.2,195.2,2.76,95,83,264,,True,0.0
20,43.682957,-84.256243,50.0,195.4,2.76,97,83,261,,True,1.7
21,43.682968,-84.256275,52.9,195.4,2.82,99,84,260,,True,1.7
22,43.682972,-84.256315,55.9,195.4,2.86,101,84,259,,True,0.0
23,43.682981,-84.256356,59.3,195.4,3.0,102,84,259,,True,0.0
24,43.682988,-84.256385,62.0,195.4,2.96,104,84,264,,True,1.7
25,43.682994,-84.256425,65.2,195.4,3.04,106,84,270,,True,1.7
26,43.683008,-84.256456,68.0,195.6,3.02,107,84,269,,True,0.0
27,43.683022,-84.256497,71.2,195.6,3.06,108,83,267,,True,0.0
28,43.683036,-84.256528,74.3,195.4,3.0,110,83,264,,True,-1.7
29,43.683045,-84.256558,76.9,195.4,2.98,111,84,271,,True,-1.7
30,43.683052,-84.256595,80.0,195.4,2.96,112,84,273,,True,0.0
31,43.683059,-84.256627,83.0,195.4,3.0,113,84,276,,True,3.4
32,43.683068,-84.256657,85.7,195.4,2.9,114,84,278,,True,5.3
33,43.683074,-84.256695,88.6,195.8,2.86,115,84,282,,True,5.6
34,43.683078,-84.256725,91.3,196.0,2.88,117,83,284,,True,5.3
35,43.683084,-84.25676,93.7,196.0,2.74,118,82,285,,True,0.0
36,43.683082,-84.2568,97.0,196.0,2.8,118,82,286,,True,-1.6
37,43.683081,-84.256836,100.2,195.8,2.9,119,82,287,,True,-1.6
38,43.683072,-84.256878,103.7,195.8,3.02,120,82,289,,True,-1.6
39,43.683062,-84.256908,106.6,195.8,3.06,121,83,287,,True,0.0
40,43.683057,-84.256947,109.7,195.8,3.2,122,83,289,,True,0.0
41,43.683051,-84.256981,112.3,195.8,3.06,122,83,290,,True,0.0
42,43.683054,-84.257014,114.9,195.8,2.94,123,83,290,,True,0.0
43,43.683057,-84.257052,117.7,195.8,2.8,124,84,289,,True,0.0
44,43.683068,-84.257091,120.8,195.8,2.84,125,83,286,,True,0.0
45,43.683078,-84.257127,124.2,195.8,2.9,125,83,286,,True,0.0
46,43.683087,-84.257173,127.9,195.8,3.12,126,83,285,,True,0.0
47,43.683094,-84.257205,131.0,195.8,3.22,127,82,284,,True,0.0
48,43.6831,-84.25724,133.9,195.8,3.24,128,82,286,,True,-1.6
49,43.683103,-84.257277,137.1,195.8,3.26,128,82,284,,True,-1.6
50,43.683104,-84.257315,140.1,195.6,3.18,129,83,282,,True,-1.5
51,43.683102,-84.257361,143.8,195.6,3.18,129,83,281,,True,-1.5
52,43.683099,-84.257398,147.2,195.6,3.24,130,82,281,,True,-1.5
53,43.683093,-84.257434,150.1,195.6,3.24,131,82,285,,True,-1.6
54,43.683079,-84.257467,153.1,195.4,3.2,131,82,287,,True,-1.7
55,43.68307,-84.257499,156.0,195.4,3.18,131,84,284,,True,-1.8
56,43.683048,-84.257528,158.9,195.4,3.02,132,84,285,,True,0.0
57,43.683038,-84.257552,161.4,195.4,2.84,132,84,284,,True,0.0
58,43.683023,-84.257585,164.5,195.4,2.88,133,83,295,,True,0.0
59,43.683008,-84.257616,167.2,195.4,2.82,133,83,293,,True,0.0
60,43.683002,-84.257647,169.9,195.4,2.78,133,83,291,,True,0.0
61,43.682995,-84.257693,173.3,195.4,2.88,134,83,292,,True,0.0
62,43.683001,-84.257729,176.3,195.4,2.98,134,84,292,,True,0.0
63,43.683005,-84.257769,179.6,195.4,3.02,134,84,293,,True,0.0
64,43.683014,-84.257816,183.1,195.4,3.18,134,84,294,,True,0.0
65,43.683023,-84.257846,185.9,195.4,3.2,135,83,292,,True,0.0
66,43.683032,-84.257888,189.2,195.4,3.18,135,82,293,,True,0.0
67,43.68304,-84.257924,192.5,195.4,3.24,135,82,295,,True,0.0
68,43.683048,-84.257954,195.3,195.4,3.14,135,81,281,,True,0.0
69,43.683055,-84.257994,198.4,195.4,3.06,135,81,282,,True,0.0
70,43.683063,-84.258031,201.5,195.4,3.12,135,82,282,,True,0.0
71,43.68307,-84.258062,204.4,195.4,3.04,135,82,282,,True,0.0
72,43.683078,-84.258098,207.5,195.4,3.0,136,82,282,,True,-1.7
73,43.683091,-84.258131,210.5,195.4,3.04,136,82,281,,True,-1.7
74,43.683102,-84.258165,213.3,195.2,2.98,136,82,282,,True,-1.7
75,43.683116,-84.258195,216.2,195.2,2.94,136,82,281,,True,-1.8
76,43.683128,-84.258223,219.1,195.2,2.94,136,82,281,,True,0.0
77,43.68313,-84.258265,221.9,195.2,2.88,136,82,281,,True,1.9
78,43.683133,-84.258294,224.8,195.2,2.86,137,82,281,,True,2.0
79,43.683138,-84.258315,227.0,195.4,2.74,136,82,281,,True,1.7
