t,lat,lng,distance_m,altitude_m,velocity_ms,heartrate,cadence,watts,temp_c,moving,grade_pct
0,32.913759,-117.111581,0.7,167.2,0.0,101,51,86,,False,0.0
1,32.91377,-117.111554,3.8,167.2,0.0,101,56,101,,True,2.3
2,32.913781,-117.111527,6.8,167.2,3.05,101,112,159,,True,0.0
3,32.91378,-117.111495,9.3,167.4,2.867,100,112,254,,True,1.5
4,32.91378,-117.111452,13.4,167.2,3.175,102,112,303,,True,1.4
5,32.913782,-117.111413,17.0,167.4,3.26,103,83,395,,True,0.0
6,32.913789,-117.111365,21.3,167.4,3.51,104,83,358,,True,1.3
7,32.913792,-117.111334,24.9,167.4,3.62,105,83,345,,True,0.0
8,32.913793,-117.111287,28.8,167.4,3.9,106,83,361,,True,0.0
9,32.913786,-117.111255,32.0,167.4,3.72,107,84,339,,True,1.4
10,32.913781,-117.111218,35.7,167.4,3.74,108,84,338,,True,1.5
11,32.913779,-117.111175,39.2,167.6,3.58,109,84,338,,True,2.9
12,32.913777,-117.111146,42.5,167.6,3.52,110,84,332,,True,2.9
13,32.913776,-117.111105,45.8,167.8,3.4,111,83,330,,True,1.5
14,32.913774,-117.111071,49.3,167.8,3.46,112,83,322,,True,1.5
15,32.913772,-117.111039,52.3,167.8,3.32,113,83,318,,True,1.5
16,32.913772,-117.110994,56.1,167.8,3.38,115,83,317,,True,1.5
17,32.91377,-117.110965,59.2,168.0,3.34,116,83,315,,True,1.5
18,32.913772,-117.110929,62.3,168.0,3.3,117,84,314,,True,3.0
19,32.913772,-117.110889,65.8,168.0,3.3,118,84,312,,True,1.4
20,32.913769,-117.110856,69.3,168.2,3.4,119,84,311,,True,1.4
21,32.913766,-117.110815,73.2,168.2,3.42,120,82,313,,True,1.4
22,32.913765,-117.110782,76.6,168.2,3.48,121,82,314,,True,1.5
23,32.913763,-117.110752,79.7,168.2,3.48,122,82,317,,True,3.3
24,32.913766,-117.110713,82.8,168.4,3.4,123,82,319,,True,3.4
25,32.913765,-117.110689,85.4,168.6,3.22,124,82,319,,True,3.3
26,32.913765,-117.110659,88.3,168.6,3.02,125,82,318,,True,3.3
27,32.913765,-117.110616,91.8,168.6,3.04,126,82,319,,True,1.5
28,32.913764,-117.110587,95.0,168.8,3.06,127,82,316,,True,1.5
29,32.913768,-117.110546,98.6,168.8,3.16,127,81,317,,True,1.5
30,32.913766,-117.110514,101.8,168.8,3.28,128,81,318,,True,1.5
31,32.913764,-117.110484,104.9,168.8,3.32,129,81,319,,True,1.6
32,32.913761,-117.110439,108.6,169.0,3.36,130,82,316,,True,3.4
33,32.913762,-117.110413,111.3,169.0,3.26,131,82,316,,True,3.4
34,32.913761,-117.110387,113.7,169.2,3.02,132,82,316,,True,3.7
35,32.91377,-117.110352,116.7,169.2,2.98,132,82,318,,True,3.5
36,32.913771,-117.110326,119.4,169.4,2.9,133,82,311,,True,1.7
37,32.913773,-117.11029,122.7,169.4,2.82,134,81,308,,True,1.7
38,32.913778,-117.110254,125.4,169.4,2.82,134,81,308,,True,0.0
39,32.913775,-117.110221,128.7,169.4,3.0,135,81,307,,True,0.0
40,32.91377,-117.11018,132.1,169.4,3.08,136,81,308,,True,0.0
41,32.913764,-117.110148,135.1,169.4,3.14,137,81,318,,True,0.0
42,32.913751,-117.110128,137.6,169.4,2.98,138,81,323,,True,2.0
43,32.913728,-117.11011,139.9,169.4,2.9,139,81,325,,True,1.7
44,32.913708,-117.110103,142.1,169.6,2.68,139,81,314,,True,1.7
45,32.913687,-117.110103,144.7,169.6,2.52,140,81,306,,True,1.7
46,32.913662,-117.110094,147.0,169.6,2.38,141,81,297,,True,0.0
47,32.913642,-117.110096,149.4,169.6,2.36,141,81,295,,True,0.0
48,32.913617,-117.110099,152.0,169.6,2.42,141,81,294,,True,0.0
49,32.913584,-117.1101,155.2,169.6,2.62,142,81,294,,True,0.0
50,32.91356,-117.110103,158.1,169.6,2.68,142,81,293,,True,0.0
51,32.913528,-117.110103,161.6,169.6,2.92,142,81,303,,True,0.0
52,32.913492,-117.110103,165.4,169.6,3.2,142,81,304,,True,-1.4
53,32.913468,-117.11011,168.8,169.6,3.36,142,81,319,,True,-1.4
54,32.913429,-117.110108,172.9,169.4,3.54,143,81,338,,True,-1.5
55,32.913405,-117.110106,175.8,169.4,3.54,143,81,332,,True,-1.6
56,32.913383,-117.110105,178.6,169.4,3.4,144,81,329,,True,-1.6
57,32.91335,-117.110102,181.6,169.4,3.24,144,81,321,,True,-3.1
58,32.91332,-117.110103,185.2,169.2,3.28,144,81,301,,True,-3.0
59,32.913294,-117.110106,188.5,169.0,3.12,145,81,296,,True,-4.6
60,32.913259,-117.110107,191.9,169.0,3.22,145,81,298,,True,-2.9
61,32.913234,-117.110111,194.6,168.8,3.2,145,81,296,,True,-1.5
62,32.913201,-117.110114,198.8,168.8,3.44,145,81,299,,True,-3.0
63,32.913166,-117.110112,202.1,168.8,3.38,145,81,301,,True,-1.4
64,32.91314,-117.110113,205.3,168.6,3.36,146,81,307,,True,-3.1
65,32.91311,-117.110115,208.7,168.6,3.36,146,81,308,,True,-4.5
66,32.913077,-117.110112,211.9,168.4,3.46,146,81,300,,True,-4.4
67,32.913053,-117.110113,215.4,168.2,3.32,146,81,294,,True,-4.5
68,32.913017,-117.11011,218.9,168.0,3.36,146,81,293,,True,-2.9
69,32.912989,-117.110106,221.9,168.0,3.32,146,81,291,,True,-1.5
70,32.912962,-117.110104,225.5,168.0,3.36,146,81,290,,True,-1.6
71,32.912926,-117.1101,228.6,168.0,3.34,146,81,289,,True,-1.5
72,32.912904,-117.110099,231.7,167.8,3.26,146,81,285,,True,-3.1
73,32.912875,-117.110099,235.4,167.8,3.3,146,81,284,,True,-3.1
74,32.91284,-117.110095,238.4,167.6,3.3,146,81,281,,True,-1.6
75,32.912817,-117.110095,241.3,167.6,3.16,146,81,279,,True,-1.6
76,32.91279,-117.110093,244.6,167.6,3.2,146,81,278,,True,1.6
77,32.912757,-117.110088,247.7,167.6,3.2,146,81,277,,True,1.6
78,32.912734,-117.110091,250.7,167.8,3.06,146,81,277,,True,3.4
79,32.912709,-117.110087,253.8,167.8,3.08,146,81,278,,True,3.6
80,32.912681,-117.110084,256.5,168.0,3.04,146,80,280,,True,3.6
81,32.912661,-117.110086,258.9,168.0,2.86,147,80,281,,True,3.6
82,32.912634,-117.110084,261.8,168.2,2.82,147,80,281,,True,0.0
83,32.912603,-117.110078,264.8,168.2,2.82,147,80,283,,True,0.0
84,32.912582,-117.110082,267.4,168.0,2.72,147,80,283,,True,-1.6
85,32.912545,-117.110083,271.0,168.0,2.9,148,80,282,,True,-1.6
86,32.91252,-117.11008,274.4,168.0,3.1,148,80,282,,True,1.5
87,32.912497,-117.110084,277.3,168.0,3.1,148,80,285,,True,3.4
88,32.912464,-117.110087,280.4,168.2,3.12,147,81,286,,True,3.7
89,32.912444,-117.110082,282.7,168.4,3.06,147,81,285,,True,5.5
90,32.912422,-117.110083,285.2,168.4,2.84,147,81,287,,True,5.7
91,32.912391,-117.110081,288.3,168.6,2.78,148,81,287,,True,5.4
92,32.912371,-117.110081,290.9,168.8,2.72,148,81,283,,True,6.9
93,32.912347,-117.110077,293.9,169.0,2.7,148,81,282,,True,7.5
94,32.912318,-117.110075,296.8,169.2,2.82,148,81,282,,True,7.5
95,32.912302,-117.110081,299.0,169.4,2.76,147,81,286,,True,6.0
96,32.912278,-117.110076,301.5,169.6,2.64,148,81,289,,True,3.3
97,32.912254,-117.11007,303.9,169.6,2.6,148,81,283,,True,3.2
98,32.912236,-117.110068,306.2,169.6,2.46,148,81,278,,True,2.0
99,32.912207,-117.110066,308.8,169.6,2.4,147,81,277,,True,3.8
100,32.912183,-117.110066,311.5,169.8,2.5,148,81,277,,True,5.2
101,32.912159,-117.110064,314.5,170.0,2.6,148,82,280,,True,7.2
102,32.912128,-117.110065,317.7,170.2,2.76,147,81,285,,True,7.4
103,32.912115,-117.110071,319.9,170.4,2.74,148,81,302,,True,7.8
104,32.912091,-117.110069,322.3,170.6,2.7,148,81,316,,True,8.1
105,32.912068,-117.110066,324.7,170.8,2.64,147,81,317,,True,7.9
106,32.91205,-117.110068,326.9,171.0,2.48,148,82,322,,True,5.9
107,32.912019,-117.110063,330.0,171.2,2.46,149,82,324,,True,5.9
108,32.911997,-117.110059,332.4,171.2,2.5,149,82,326,,True,3.6
109,32.911978,-117.11006,334.8,171.4,2.5,149,82,329,,True,1.9
110,32.911948,-117.110056,337.9,171.4,2.64,150,81,333,,True,4.0
111,32.911929,-117.110051,340.3,171.4,2.68,150,81,334,,True,3.8
112,32.911909,-117.110052,342.5,171.6,2.5,150,80,334,,True,5.2
113,32.911881,-117.110043,345.4,171.8,2.6,151,80,335,,True,5.1
114,32.911863,-117.11004,347.4,171.8,2.52,151,81,332,,True,5.0
115,32.911845,-117.110044,349.5,172.0,2.32,151,81,326,,True,5.4
116,32.91182,-117.110041,352.0,172.0,2.34,152,80,325,,True,7.0
117,32.911803,-117.110041,354.4,172.2,2.38,152,80,322,,True,7.0
118,32.911784,-117.110042,356.5,172.4,2.22,153,80,323,,True,8.5
119,32.911757,-117.110039,358.9,172.6,2.3,153,80,324,,True,8.5
120,32.91174,-117.110037,361.0,172.8,2.3,153,80,323,,True,8.4
121,32.911714,-117.110042,363.8,173.0,2.36,153,80,324,,True,8.8
122,32.91169,-117.110047,366.2,173.2,2.36,153,81,325,,True,4.3
123,32.911672,-117.110056,368.4,173.4,2.38,154,81,324,,True,5.6
124,32.911659,-117.110064,370.3,173.6,2.28,154,81,325,,True,5.3
134,32.911681,-117.110065,370.3,173.2,0.173,151,0,0,,False,3.1
135,32.911685,-117.110054,371.8,173.4,0.136,150,0,0,,True,0.0
136,32.911691,-117.110003,375.2,173.6,0.408,150,0,0,,True,3.0
137,32.91169,-117.109968,379.3,173.6,0.692,150,0,0,,True,1.3
138,32.911701,-117.109917,383.8,173.6,0.964,150,0,0,,True,0.0
139,32.91171,-117.109882,387.5,173.6,0.964,149,0,0,,True,0.0
140,32.911722,-117.109833,392.1,173.6,4.06,149,0,0,,True,0.0
141,32.911728,-117.109793,396.1,173.6,4.18,148,85,388,,True,1.2
142,32.911736,-117.109754,400.0,173.6,4.14,149,85,392,,True,1.4
143,32.911743,-117.109714,403.8,173.8,4.0,149,85,398,,True,2.9
144,32.911734,-117.109688,406.6,173.8,3.82,149,86,358,,True,4.7
145,32.911731,-117.10965,409.9,174.0,3.56,150,86,352,,True,5.0
146,32.911727,-117.109617,412.9,174.2,3.36,150,86,331,,True,6.6
147,32.911728,-117.109589,415.8,174.4,3.16,150,85,335,,True,8.8
148,32.911733,-117.109555,418.7,174.6,2.98,151,85,343,,True,9.2
149,32.911735,-117.109531,421.2,175.0,2.92,151,85,342,,True,7.5
150,32.911734,-117.109505,423.8,175.2,2.78,151,84,339,,True,7.9
151,32.911739,-117.109473,426.4,175.2,2.7,152,84,329,,True,6.3
152,32.911734,-117.109452,428.8,175.4,2.6,152,82,329,,True,6.0
153,32.911739,-117.109425,431.1,175.6,2.48,152,81,328,,True,7.6
154,32.911746,-117.109393,433.8,175.8,2.52,151,81,330,,True,7.4
