t,lat,lng,distance_m,altitude_m,velocity_ms,heartrate,cadence,watts,temp_c,moving,grade_pct
0,32.941411,-117.15403,0.6,84.2,0.0,93,0,0,,False,0.0
1,32.9414,-117.154017,2.4,84.2,1.8,93,0,0,,True,0.0
2,32.941378,-117.154003,5.1,84.2,2.25,93,0,0,,True,0.0
3,32.941344,-117.154004,8.4,84.2,2.6,93,0,0,,True,-1.7
4,32.941321,-117.154003,11.1,84.2,2.625,93,0,0,,True,-3.2
5,32.941292,-117.154008,14.3,84.0,2.74,93,75,279,,True,-4.8
6,32.941263,-117.154016,17.5,83.8,3.02,94,79,299,,True,-6.2
7,32.941238,-117.154031,20.8,83.6,3.14,95,78,305,,True,-7.6
8,32.941211,-117.154049,24.1,83.4,3.14,96,78,312,,True,-7.8
9,32.94119,-117.154077,27.4,83.0,3.26,97,78,309,,True,-7.8
10,32.941172,-117.154094,30.4,82.8,3.22,98,80,305,,True,-4.8
11,32.941141,-117.154117,33.6,82.6,3.22,99,82,304,,True,0.0
12,32.941119,-117.154134,36.7,82.8,3.18,100,82,295,,True,3.3
13,32.9411,-117.154146,39.3,83.0,3.04,102,82,288,,True,6.6
14,32.941064,-117.154146,42.5,83.2,3.02,103,81,288,,True,4.9
15,32.941038,-117.154139,45.7,83.4,3.06,104,81,272,,True,1.6
16,32.941013,-117.154135,49.0,83.4,3.08,105,80,270,,True,-3.2
17,32.94098,-117.15413,52.1,83.2,3.08,106,80,273,,True,-6.5
18,32.940959,-117.154123,54.9,82.8,3.12,107,80,272,,True,-9.8
19,32.940932,-117.15412,58.0,82.6,3.1,108,80,273,,True,-10.0
20,32.940899,-117.154117,61.2,82.2,3.1,109,80,268,,True,-8.2
21,32.940876,-117.154112,64.1,82.0,3.02,110,80,265,,True,-9.5
22,32.940849,-117.154113,67.1,81.8,3.0,111,80,263,,True,-9.8
23,32.940814,-117.154109,70.6,81.4,3.14,111,80,261,,True,-9.7
24,32.940792,-117.154104,73.4,81.0,3.08,111,79,260,,True,-7.9
25,32.940767,-117.1541,76.5,80.8,3.06,112,79,256,,True,-7.0
26,32.940736,-117.154094,79.7,80.8,3.12,113,79,250,,True,-3.7
27,32.940717,-117.154086,82.1,80.6,3.0,113,80,244,,True,-1.9
28,32.940705,-117.154072,84.1,80.6,2.7,114,80,240,,True,-2.3
29,32.940695,-117.154058,85.7,80.6,2.46,115,81,233,,True,-1.9
30,32.940687,-117.154046,86.9,80.6,2.08,115,81,222,,True,0.0
31,32.940678,-117.154034,88.5,80.6,1.76,116,81,220,,True,-1.8
32,32.94066,-117.154031,90.1,80.6,1.6,117,79,221,,True,-3.3
33,32.940633,-117.154039,92.7,80.6,1.72,118,79,217,,True,-3.2
34,32.94061,-117.154039,95.1,80.4,1.88,120,75,202,,True,-3.6
35,32.940586,-117.154042,97.7,80.2,2.16,121,75,201,,True,-1.7
36,32.940554,-117.154051,101.1,80.2,2.52,121,75,205,,True,0.0
37,32.940526,-117.154055,104.4,80.4,2.86,122,77,212,,True,1.5
38,32.940499,-117.154059,107.7,80.4,3.0,122,81,239,,True,1.5
39,32.940465,-117.154073,111.2,80.4,3.22,122,82,253,,True,0.0
40,32.940439,-117.15408,114.5,80.4,3.36,122,81,263,,True,-1.5
41,32.940414,-117.154088,117.6,80.4,3.3,123,81,275,,True,-3.2
42,32.940379,-117.154097,121.2,80.2,3.36,123,81,267,,True,-5.0
43,32.940359,-117.154103,123.8,80.0,3.22,124,81,267,,True,-4.9
44,32.940335,-117.154107,126.4,79.8,3.04,124,81,256,,True,-5.3
45,32.940302,-117.154109,129.8,79.8,3.06,125,81,249,,True,-5.2
46,32.94028,-117.154109,132.5,79.6,2.98,125,80,249,,True,-4.9
47,32.940256,-117.15411,135.3,79.4,2.82,126,80,244,,True,-6.6
48,32.94022,-117.154112,138.7,79.2,2.98,126,79,244,,True,-6.5
49,32.940195,-117.154111,141.9,79.0,3.1,126,79,251,,True,-6.2
50,32.940172,-117.154109,144.9,78.8,3.02,127,79,249,,True,-6.3
51,32.940139,-117.154106,148.2,78.6,3.14,127,79,250,,True,-8.5
52,32.940111,-117.154102,151.3,78.4,3.2,127,79,251,,True,-8.8
53,32.940093,-117.154107,153.6,78.0,2.98,128,79,248,,True,-7.3
54,32.940067,-117.154106,156.3,77.8,2.88,128,79,247,,True,-9.6
55,32.940039,-117.154106,159.1,77.8,2.84,128,79,227,,True,-7.5
56,32.940019,-117.15411,161.7,77.4,2.7,129,78,225,,True,-7.0
57,32.939995,-117.154109,164.3,77.2,2.6,128,78,225,,True,-10.7
58,32.939961,-117.154109,167.7,77.0,2.82,128,78,220,,True,-12.4
59,32.939942,-117.154111,170.3,76.6,2.8,129,78,216,,True,-13.2
60,32.939915,-117.154115,173.0,76.0,2.78,129,78,221,,True,-13.4
61,32.939881,-117.154112,176.4,75.6,2.94,129,78,218,,True,-12.7
62,32.939857,-117.15411,179.6,75.4,3.06,128,78,217,,True,-9.4
63,32.939831,-117.154105,182.9,75.0,3.04,129,78,219,,True,-8.3
64,32.9398,-117.154101,185.8,74.8,3.1,129,78,215,,True,-8.3
65,32.939777,-117.154099,188.5,74.6,3.1,129,78,214,,True,-6.6
66,32.939751,-117.154089,191.6,74.4,3.04,129,79,213,,True,-6.6
67,32.939721,-117.154059,195.1,74.2,3.1,129,80,207,,True,-4.8
68,32.939702,-117.154045,197.9,74.0,3.0,130,80,205,,True,-3.1
69,32.939682,-117.154022,200.9,74.0,3.02,130,80,207,,True,-3.3
70,32.939658,-117.153991,204.3,74.0,3.16,130,80,208,,True,-1.6
71,32.939644,-117.153972,207.3,73.8,3.14,130,80,210,,True,-1.5
72,32.939625,-117.153944,210.7,73.8,3.12,129,80,213,,True,-1.6
73,32.939606,-117.153909,214.0,73.8,3.22,130,80,215,,True,-1.6
74,32.939589,-117.153893,216.8,73.8,3.18,130,80,220,,True,-1.5
75,32.939568,-117.153866,220.2,73.6,3.18,130,79,224,,True,-3.2
76,32.939549,-117.153832,223.7,73.6,3.28,131,79,228,,True,-3.0
77,32.939535,-117.153816,226.4,73.4,3.14,131,79,229,,True,-3.0
78,32.939518,-117.153785,230.0,73.4,3.2,131,80,231,,True,-4.8
79,32.939507,-117.153748,233.4,73.2,3.32,131,80,234,,True,-3.1
80,32.939492,-117.153726,236.2,73.0,3.2,131,80,236,,True,-4.9
81,32.939484,-117.153698,239.1,73.0,3.08,132,79,240,,True,-3.5
82,32.939463,-117.153667,242.3,72.8,3.18,132,79,241,,True,-3.5
83,32.939452,-117.153644,244.8,72.8,2.96,132,80,240,,True,-3.5
84,32.93943,-117.153627,247.5,72.6,2.82,132,80,240,,True,-3.6
85,32.939398,-117.15362,250.5,72.6,2.86,133,79,243,,True,-3.5
86,32.939374,-117.153625,253.3,72.4,2.84,133,79,244,,True,-1.8
87,32.939351,-117.15363,256.1,72.4,2.76,133,79,247,,True,-3.6
88,32.939326,-117.153646,258.6,72.4,2.76,133,79,250,,True,-3.5
89,32.939306,-117.153661,261.6,72.2,2.82,134,80,253,,True,-5.2
90,32.939283,-117.153679,264.7,72.0,2.84,134,80,255,,True,-4.8
91,32.939257,-117.1537,267.6,71.8,2.86,134,80,257,,True,-4.7
92,32.939238,-117.153722,271.0,71.8,2.98,134,80,260,,True,-3.1
93,32.939214,-117.153745,274.3,71.6,3.14,134,80,261,,True,-1.5
94,32.939188,-117.153771,277.7,71.6,3.22,134,80,261,,True,-1.5
95,32.93917,-117.153792,281.0,71.6,3.26,134,81,262,,True,-1.6
96,32.939149,-117.15382,284.2,71.6,3.32,135,81,266,,True,-1.6
97,32.939134,-117.153844,287.2,71.4,3.24,135,82,268,,True,-1.6
98,32.93912,-117.153867,290.0,71.4,3.14,135,82,271,,True,-3.3
99,32.939105,-117.153904,293.3,71.4,3.12,135,82,276,,True,-3.2
100,32.939097,-117.153928,296.2,71.2,3.04,135,81,281,,True,-6.3
101,32.939077,-117.153957,299.6,71.0,3.08,136,81,280,,True,-6.3
102,32.939063,-117.153992,302.8,70.6,3.12,137,81,278,,True,-4.5
103,32.939055,-117.154019,306.0,70.6,3.2,138,81,279,,True,-1.5
104,32.93904,-117.154052,309.4,70.6,3.22,138,80,283,,True,1.5
105,32.939024,-117.15409,312.9,70.8,3.34,138,80,288,,True,1.5
106,32.939018,-117.154116,316.1,70.8,3.3,138,80,292,,True,1.6
